id,nome,tipo_edificio,coord_X,coord_Y,capienza
5714,Park,park,4003187.990161919,1183448.8775690305,150
5715,Park,park,4004748.5791568905,1181078.1674052395,150
5716,Park,park,4004861.045685261,1181235.2738173942,150
5717,Park,park,4006300.2431651233,1167634.1606269905,150
5718,Park,park,4003816.845634157,1173164.7311776106,150
5719,Park,park,4004155.536691713,1173674.4048751523,150
5720,Park,park,4012866.100613261,1176196.5778047526,150
5721,Park,park,4013095.4593614447,1176092.108603726,150
5722,Park,park,4013603.5628662035,1177085.5142734735,150
5723,Park,park,4006970.714928195,1168614.925545161,150
5724,Park,park,4007161.3094148226,1164571.3205495165,150
5725,Park,park,4007645.0607499434,1166206.7803697337,150
5726,Park,park,4008197.5518081198,1164882.957447109,150
5727,Parco delle Delizie,park,4006350.0062905946,1169849.9992757575,150
5728,Park,park,4004769.1157833445,1180222.828337849,150
5729,Villa Necchi Campiglio,museum,4008237.5356148737,1177995.9066458973,50
5730,Park,park,4003149.170690524,1178312.2217615312,150
5731,Park,park,4013625.25944509,1188067.8969500966,150
5732,Park,park,4008743.307582158,1163354.887773919,150
5733,Park,park,4008546.1554322066,1163640.1256327166,150
5734,Park,park,4004549.6111889733,1178298.7865511787,150
5735,Park,park,4002954.6371362456,1178477.0004401288,150
5736,Park,park,4007826.909631394,1166136.554758431,150
5737,Park,park,4008042.8538675676,1166490.425880337,150
5738,Park,park,4008223.954177958,1166718.3830480592,150
5739,Park,park,4009531.1278559323,1166952.4528831635,150
5740,Park,park,4015275.1012780196,1178832.7227810451,150
5741,Giardino Gina Galeotti Bianchi,park,4014267.707268944,1176771.0711475313,150
5742,Park,park,4013439.9393010116,1175928.0218813205,150
5743,Park,park,4015244.3330675946,1175217.039229251,150
5744,Park,park,4011923.3960456084,1184254.498088638,150
5745,Park,park,4000575.3768110164,1186460.5082695389,150
5746,Park,park,4012985.6390419113,1172248.9990244308,150
5747,Park,park,4013000.866710464,1172249.2859501098,150
5748,Park,park,4013080.850311926,1172402.6359181833,150
5749,Giardino Bruno Munari,park,4011525.807128427,1176186.06154502,150
5750,Park,park,4012317.6673346916,1175566.5885866734,150
5751,Park,park,4014588.87705923,1177789.7229447926,150
5752,Piazzale Susa,park,4007868.887906731,1180802.345071552,150
5753,Parco della Resistenza,park,4004159.5867958795,1165292.2291913514,150
5754,Park,park,4007804.974614557,1166765.076238262,150
5755,Park,park,4011877.084712101,1183985.1614948378,150
5756,Park,park,4014648.79099635,1170471.1609865567,150
5757,Statua di San Francesco d'Assisi,monument,4008070.3656146596,1179104.6456189377,40
5758,Park,park,4009854.2125686007,1169886.631006865,150
5759,Park,park,4014437.6988643133,1170320.5896025081,150
5760,Park,park,4014485.064054961,1172323.9910887948,150
5761,Park,park,4008564.2329820897,1171924.3540344879,150
5762,Park,park,4008576.735784521,1172089.532254626,150
5763,Park,park,4008341.0534679475,1172464.1788109525,150
5764,Park,park,4007924.0028936225,1172404.3101059394,150
5765,Park,park,4008224.4827280035,1172434.0437172581,150
5766,Park,park,4005620.1582497843,1169241.4613915198,150
5767,Park,park,4005449.7193063498,1170375.5491651804,150
5768,Park,park,4007148.7779804105,1176623.5412181697,150
5769,Park,park,4007222.839566585,1174389.490560438,150
5770,Giardino Anna Del Bo Boffino,park,4006230.282882938,1171212.5975321394,150
5771,Park,park,4012948.292234486,1176859.7800094606,150
5772,Park,park,4004835.3209457905,1164265.8627969762,150
5773,Park,park,4007834.376399244,1175460.285741014,150
5774,Parco Adriano,park,4013745.273937559,1184562.425266181,150
5775,Park,park,4004349.6729633706,1170303.0244629881,150
5776,Parco Portello,park,4011410.630032897,1171317.7073532364,150
5777,Park,park,4013448.815707727,1188294.1869165574,150
5778,Park,park,4013564.263590258,1174978.8010139172,150
5779,Parco Sandro Pertini,park,4006277.453823707,1163060.0272002534,150
5780,Park,park,4010636.266307171,1176824.581622072,150
5781,Parco Goldoni,park,4005873.8382030125,1164397.4439068267,150
