id,nome,tipo_edificio,lvl_edificio,dipendenti,coord_X,coord_Y
5053,Vineria Tut a Post,bar,,3,4008190.991396879,1181303.9825969625
5054,Hall of Fame,restaurant,,10,4008621.156695341,1171979.3368433297
5055,The Botanical Club,restaurant,,10,4008814.826024354,1179029.0001363754
5056,DeRos,restaurant,,10,4008394.617851272,1176542.9493267348
5057,Old Wild West,restaurant,,10,4005790.3662112406,1172543.7923404782
5058,Burger King,fast_food,,7,4005395.96468235,1174762.8949513456
5059,Kasai,restaurant,,10,4005353.339803685,1175134.7599008488
5060,Osteria Maurizio,restaurant,,10,4005788.0663836063,1177463.51652279
5061,New tentacoli,restaurant,,10,4005790.0888303146,1177400.7333302996
5062,Altaguardia 17,restaurant,,10,4005800.55192704,1177515.5593955629
5063,El barrettin,bar,,3,4005826.133893679,1177548.9617032914
5064,Don Juan,restaurant,,10,4006009.8869967693,1177451.2857227395
5065,Bar dell'angolo,bar,,3,4006042.97798416,1177422.7161500973
5066,Madison,bar,,3,4006035.4994872767,1177459.4500620714
5067,Naviglio Pizzeria-Kebap,fast_food,,7,4013103.6633476764,1194973.7407400948
5068,Pizza asporto da Ciro,fast_food,,7,4012907.2976813493,1194986.7564540103
5069,Ceylon Choice,restaurant,,10,4010911.574273137,1180467.7317831942
5070,Al Gargano,restaurant,,10,4010913.4573215134,1180455.1040347354
5071,Boscogrosso,restaurant,,10,4005752.494289111,1171452.5086669675
5072,Octopus,pub,,5,4005743.7533059097,1171386.8962389787
5073,Sui Generis,bar,,3,4009205.2321780697,1178369.3448566569
5074,Restaurant,restaurant,,10,4012320.2787770284,1172387.7438269565
5075,La sirenetta,restaurant,,10,4005725.8245354323,1180338.8118363228
5076,Kofler,restaurant,,10,4005938.323272352,1179655.2564544107
5077,L'artista,bar,,3,4005739.664890612,1180524.4214502047
5078,Maxi,bar,,3,4004050.0951238233,1179440.0044985628
5079,Barona,bar,,3,4004878.758812982,1171541.5298368752
5080,Don Girò,restaurant,,10,4006024.101430287,1166682.196245411
5081,Meatball Family - CityLife,fast_food,,7,4010029.332021306,1172090.1242838888
5082,Calavera Fresh Mex,fast_food,,7,4010051.3096824465,1172205.4325033952
5083,Restaurant,restaurant,,10,4007341.055257292,1179321.1928857465
5084,Restaurant,restaurant,,10,4007826.3249414107,1179075.8885990165
5085,RED Bistrot Libreria,restaurant,,10,4008946.7152348263,1175732.0769404103
5086,Alley,fast_food,,7,4011038.6817274527,1176365.495362535
5087,3/4,pub,,5,4011006.3218843476,1176393.0667037515
5088,Fiordiponti,bar,,3,4011085.252834061,1176424.0080268502
5089,Millemisture,bar,,3,4011096.3961442313,1176413.8322146991
5090,BeerShow,pub,,5,4011001.659112663,1176628.790141022
5091,taiwan bubble tea,bar,,3,4011085.4128661607,1176595.5431306288
5092,Ola,restaurant,,10,4011091.130764559,1176596.0819534275
5093,Caprese,restaurant,,10,4011104.8120563906,1176465.924522421
5094,Twenty-Five,bar,,3,4005604.7898817346,1170413.441793981
5095,Brigitte Sushi,restaurant,,10,4010964.571542668,1176571.093625756
5096,Mi Scusi,restaurant,,10,4010796.8807727094,1176618.9721671236
5097,La Coccinella,restaurant,,10,4010835.6917848056,1176650.9243389242
5098,Carne & Birra,restaurant,,10,4006244.3220380796,1182493.5758804777
5099,Yuan Chinese Hot Pot,restaurant,,10,4007566.3695522207,1176548.7083427676
5100,I lovegeterian,fast_food,,7,4007519.0983344605,1176519.706865284
5101,Smartkook,bar,,3,4007513.7040053923,1176513.7161553998
5102,Subito Dai,restaurant,,10,4009183.790885794,1178277.2719497688
5103,O' Surdato 'Nnammurato,restaurant,,10,4009264.6096068677,1170225.008363304
5104,Bar Torrefezione,bar,,3,4009465.891609878,1170534.4730442567
5105,Homu Ristorante,restaurant,,10,4009435.9890011274,1170553.9644235843
5106,Ristorante Wu,restaurant,,10,4009576.826161337,1170395.195631413
5107,El Carbonazo,restaurant,,10,4009793.6885636966,1170100.6006564752
5108,Trattoria alla Casareccia,restaurant,,10,4009721.219629373,1170356.8941286004
5109,Ristorante El Norteño,restaurant,,10,4009304.653450241,1170304.4606271929
5110,Ristorante  La Versilia,restaurant,,10,4009106.823041842,1172184.3763439055
5111,Tutti Fritti,bar,,3,4007243.442762146,1175215.2869874889
5112,KD HOUSE,fast_food,,7,4011227.944879517,1176612.2115940643
5113,Streat Food,fast_food,,7,4007342.322438869,1172667.8083308053
5114,Overjoy,restaurant,,10,4011856.467866145,1175006.3093793204
5115,In Veranda,restaurant,,10,4009559.673486514,1175965.148220196
5116,Punta dell'Est,bar,,3,4007898.827868478,1189727.5037529706
5117,Asina Luna,restaurant,,10,4003353.829354322,1189503.265654595
5118,Caputo,restaurant,,10,4007632.4353992883,1176073.2310821805
5119,Dahir,fast_food,,7,4002436.415550326,1183653.267038786
5120,Hosteria Marechiaro,restaurant,,10,4002404.569598014,1183685.9244474838
5121,Il Giò,bar,,3,4009445.6146388715,1177078.914816019
5122,La Piadineria,restaurant,,10,4008940.981518579,1177153.88795035
5123,Micrò,bar,,3,4003838.5705208792,1173874.1099357416
5124,Bomaki Sanzio,restaurant,,10,4008776.3857502057,1171564.0129691411
5125,Yu Zhou,restaurant,,10,4008801.369825473,1171565.8035943934
5126,Antica Pizzeria Leone,restaurant,,10,4008810.119443156,1171554.9642388497
5127,Lievità,restaurant,,10,4008821.2787717907,1171542.5145344923
5128,Novecento,restaurant,,10,4008854.4338009646,1171507.7931617007
5129,Bottega Lucia,restaurant,,10,4008696.880467058,1171733.341286932
5130,Ristorante da Gaspare,restaurant,,10,4008886.3205401995,1171472.5803074639
5131,Ristorante La Carrettiera - Da Franca e Lillo,restaurant,,10,4012633.2555969623,1174106.922564505
5132,Latteria Maffucci,restaurant,,10,4012438.576302107,1174538.5936914564
5133,Bello Tosto,fast_food,,7,4007661.0547642917,1176175.0274784423
5134,La Piadineria,fast_food,,7,4007643.691850045,1176037.0017879712
5135,L'Altro Tramezzino,fast_food,,7,4007581.9171769703,1175971.6086711013
5136,Lo Sfizio in Galleria,fast_food,,7,4007536.011847854,1176157.0562731528
5137,Hana,restaurant,,10,4007629.858987495,1176203.088090112
5138,Panino Giusto,fast_food,,7,4007624.1545986165,1176346.505588615
5139,Fratelli Torcinelli,fast_food,,7,4006395.2350658337,1177081.4651482129
5140,Colibrì,bar,,3,4007436.278862954,1177131.8403799573
5141,Gennaro Esposito,restaurant,,10,4006571.1092231735,1177557.9633407968
5142,Fast_food,fast_food,,7,4011665.12308185,1183292.173899107
5143,Ovino,restaurant,,10,4006388.699889826,1175389.9435826587
5144,Bar,bar,,3,4008503.699816276,1194054.742870379
5145,Osteria dei Poeti,restaurant,,10,4009236.165851204,1175739.646118128
5146,Himalaya,restaurant,,10,4012250.651601447,1171281.3532657297
5147,La Scogliera,restaurant,,10,4011744.444376978,1172055.6010737254
5148,Mister Jangì,restaurant,,10,4011669.31563465,1181350.0923792901
5149,NoLoSo,bar,,3,4011149.6010057894,1180330.1172305667
5150,PoP,bar,,3,4009193.2906666305,1178490.1047594207
5151,Case Mia,restaurant,,10,4009812.1347420216,1175825.0580540826
5152,Sapore della Grecia,restaurant,,10,4007350.051667413,1179850.8400483811
5153,Corey's Soul Chicken,fast_food,,7,4010183.4797607493,1174455.6616376902
5154,Ristorante Shorai,restaurant,,10,4007466.3110876624,1178269.2895219289
5155,God Save The Food,restaurant,,10,4008445.688188405,1178676.6793340067
5156,Basement,restaurant,,10,4008222.5667053377,1175563.141466328
5157,Panzarotti,restaurant,,10,4006289.7940693675,1175999.8690831568
5158,Mamma Farina,restaurant,,10,4012784.07329817,1175865.1201638095
5159,Quasi Locanda,fast_food,,7,4012984.1308083753,1171690.8055499895
5160,Green Day,restaurant,,10,4009509.471792233,1176978.005931197
5161,Ristorante Yuebinlou,restaurant,,10,4010197.127668393,1174649.9235083316
5162,Antica marmeria,restaurant,,10,4006357.5699853287,1173695.1743587705
5163,Mama Burger,fast_food,,7,4010349.250219549,1176571.4650135003
5164,Biofficina,restaurant,,10,4010318.342490272,1174475.1382689252
5165,Göz Istanbul,fast_food,,7,4010439.2545582824,1179434.159430399
5166,Fiume d'argento,restaurant,,10,4007224.4968112423,1174640.3960504497
5167,Todos a Cuba,bar,,3,4007151.650879016,1175149.5436578065
5168,Boom,bar,,3,4007295.8438748983,1180809.2628389185
5169,Fast_food,fast_food,,7,4007073.323543171,1171352.5508766798
5170,Domino's,fast_food,,7,4007054.8177728658,1171266.9627024485
5171,Art Bistro,bar,,3,4007002.822527519,1171182.0116020732
5172,Il Tempio del Gusto,restaurant,,10,4006947.2783133206,1171346.9399711075
5173,Restaurant,restaurant,,10,4006927.603248429,1171428.7694879635
5174,Fast_food,fast_food,,7,4006918.7367337965,1171390.2296991146
5175,Fast_food,fast_food,,7,4007082.869266593,1171775.7339626187
5176,Fast_food,fast_food,,7,4007210.119282289,1171743.4574003634
5177,Bar,bar,,3,4007333.7264796207,1171811.8359771592
5178,Bass Brezel,restaurant,,10,4009438.0391921354,1182226.9671279995
5179,Restaurant,restaurant,,10,4007653.322240574,1172174.912328765
5180,Marlin,restaurant,,10,4008055.878827101,1171915.5443484918
5181,Restaurant,restaurant,,10,4007783.7822456434,1171875.5562249762
5182,Poke Wave,fast_food,,7,4007707.085709473,1171866.9516953244
5183,Restaurant,restaurant,,10,4007578.133080015,1171781.9287623172
5184,Fast_food,fast_food,,7,4007526.82001501,1171821.3253460445
5185,Restaurant,restaurant,,10,4007482.7202422665,1171833.5997147171
5186,Wok in Box,restaurant,,10,4009357.6381984525,1178596.3175424067
5187,Alice,restaurant,,10,4009128.8606933476,1178831.4608929395
5188,La caveja,fast_food,,7,4006796.6172394403,1171899.8870808766
5189,Fast_food,fast_food,,7,4006189.9407196655,1172305.0726693808
5190,Restaurant,restaurant,,10,4006224.971826469,1172631.7111597725
5191,Restaurant,restaurant,,10,4006134.923273636,1172747.066620224
5192,Restaurant,restaurant,,10,4006158.383806113,1172734.978119631
5193,Apollo,restaurant,,10,4005890.438079276,1174286.4599815297
5194,Restaurant,restaurant,,10,4005929.960006064,1174367.819561103
5195,Fast_food,fast_food,,7,4006199.260887481,1175004.1432224298
5196,Fast_food,fast_food,,7,4006464.272732524,1174686.0317722636
5197,Pizza OK5,fast_food,,7,4007168.028995365,1173680.3490107674
5198,Fast_food,fast_food,,7,4007083.459666744,1173919.6218600774
5199,Fast_food,fast_food,,7,4006771.820978457,1174237.8234447055
5200,Fast_food,fast_food,,7,4006765.4475796465,1174245.0952195213
5201,Restaurant,restaurant,,10,4006746.884719834,1174267.3608850602
5202,Fast_food,fast_food,,7,4007347.051639826,1174952.641250898
5203,Fast_food,fast_food,,7,4007624.282611272,1171840.8772907995
5204,Restaurant,restaurant,,10,4007032.1201414405,1171917.602096337
5205,Shogun,restaurant,,10,4006633.5705653904,1171767.6250981046
5206,Fast_food,fast_food,,7,4006647.173122161,1171765.9729243172
5207,Fast_food,fast_food,,7,4007339.10074278,1174933.1216083604
5208,Oliva,fast_food,,7,4007333.6371523924,1174915.9159188773
5209,La Bottarga,restaurant,,10,4008102.0967005137,1173158.0189217357
5210,Agua Sancta,bar,,3,4009779.6624666336,1176089.7066087276
5211,Canapè,restaurant,,10,4009587.5277049155,1176044.876930284
5212,Donna Assunta 1954,restaurant,,10,4006987.494140103,1181232.0404464498
5213,Milano Cafè,bar,,3,4010467.2908748016,1174104.8770192838
5214,Panta Rei,restaurant,,10,4008258.2404800877,1160326.065744097
5215,Joy,bar,,3,4009220.9037689073,1182672.041029117
5216,Rossosapore,restaurant,,10,4003371.6090914235,1182257.6244685529
5217,Crepes,bar,,3,4006415.2076803753,1174202.602588588
5218,Spirit de Milan,restaurant,,10,4013629.5003332696,1173068.0926451518
5219,Moray,restaurant,,10,4010521.930564899,1173317.9213264773
5220,Sciuscià a' mare,restaurant,,10,4010292.2952316543,1173698.909645219
5221,Panino Giusto,fast_food,,7,4008960.6894074655,1178747.4372168765
5222,Quore Italiano,restaurant,,10,4008972.8869667365,1178614.2468690816
5223,Nonna Maria,restaurant,,10,4007834.1271081734,1179657.5901145334
5224,Ristorante Durando,restaurant,,10,4013430.9033012516,1173522.5507254256
5225,南山 Nanshan Bar,bar,,3,4013427.9358531646,1173500.4844773032
5226,Le Presine Volanti,restaurant,,10,4007209.089692624,1178914.1687523066
5227,Sa Mesa,restaurant,,10,4011545.8915751926,1172280.4354368553
5228,EN,restaurant,,10,4007229.4426565333,1179976.85796706
5229,YE'S FOOD,restaurant,,10,4007968.061370532,1188714.9572488738
5230,Pizza e Mozzarella,restaurant,,10,4010473.634560765,1160341.0120566557
5231,Cristian Magri,restaurant,,10,4009801.087004722,1161392.285585274
5232,Ristorante Malaspina SC,restaurant,,10,4007287.223534463,1191842.5731767402
5233,Les Gitanes Bistrot,restaurant,,10,4006707.556449115,1173441.311427584
5234,Il Verde,restaurant,,10,4007924.376791587,1191017.0875536518
5235,Lago Malaspina,restaurant,,10,4007910.402984319,1192242.301471927
5236,Ristorante Pizzeria Aurora,restaurant,,10,4006591.317324344,1177929.8770031438
5237,Alice Pizza,fast_food,,7,4007067.154742953,1173108.23256193
5238,UGO,bar,,3,4006464.0668002837,1174196.5358017748
5239,Fast_food,fast_food,,7,4008950.2772480245,1181789.2082373113
5240,Madamadorè Street Food Bar,bar,,3,4007991.861265209,1174479.1363746375
5241,Ci,restaurant,,10,4007210.889534119,1180126.5844992183
5242,Restaurant,restaurant,,10,4007751.7978490773,1169729.5417347963
5243,Restaurant,restaurant,,10,4010805.7657604986,1181229.4488511626
5244,Kam's,restaurant,,10,4002218.142595046,1185618.3347270046
5245,Hana,restaurant,,10,4008425.3241680376,1172622.5820325026
5246,Bianca,restaurant,,10,4008242.43417249,1173031.4616571744
5247,Acqua Pazza,restaurant,,10,4008305.5165274153,1173241.617621128
5248,Savana,restaurant,,10,4009921.195985525,1174540.776906367
5249,Angelo Azzurro,restaurant,,10,4007361.6745399106,1181277.5040207831
5250,Alcazar Milano,bar,,3,4011033.905917348,1172325.1763951522
5251,Amunì,restaurant,,10,4007148.05437162,1173474.296443327
5252,Casa del Ramen,restaurant,,10,4007050.850119735,1173025.838801765
5253,Chidori,restaurant,,10,4007044.558826952,1172997.4379327153
5254,Ciaccia coi ciccioli,restaurant,,10,4007061.7787123327,1173078.646381861
5255,La Gravina,restaurant,,10,4005413.394529135,1180226.5042924148
5256,Dream Bar,bar,,3,4007165.6063397876,1173552.3406677556
5257,Filly,bar,,3,4007140.722000222,1173232.4791561759
5258,Coolmorning,bar,,3,4007277.5544223757,1173655.3250575238
5259,Key Bar,bar,,3,4007112.2345650266,1173343.7566754227
5260,PanB Milano,restaurant,,10,4009708.4817714123,1176039.0052369372
5261,Nebbia,restaurant,,10,4005553.637859483,1174629.7247128098
5262,Domino's,fast_food,,7,4006071.947509402,1177099.9389775915
5263,Asian Flavor,restaurant,,10,4007146.797765248,1173464.035111731
5264,Solopizza Cafè,restaurant,,10,4007119.388258619,1173173.2246463122
5265,Big Store de Milàn,bar,,3,4007169.6724168602,1174738.8092656147
5266,Pizza Ok,restaurant,,10,4009002.3213363932,1171855.6020621445
5267,Nuovo Yacht,restaurant,,10,4008961.6881080135,1171897.249267094
5268,Baobab,fast_food,,7,4008929.2177272565,1171849.425608181
5269,Tairyo,restaurant,,10,4008877.8750191703,1171754.3739037483
5270,Restaurant,restaurant,,10,4008864.209358328,1171728.6423968587
5271,Hao,restaurant,,10,4008856.6701646917,1171711.7424652374
5272,La Cantina di Franco,restaurant,,10,4008835.724687302,1171673.9638309677
5273,Domino's Pizza,fast_food,,7,4008954.101437647,1172049.8126800654
5274,La Polena,restaurant,,10,4009165.7785351845,1171702.1574704717
5275,Kim Bar,restaurant,,10,4009077.6809091102,1171535.8030825164
5276,Banco 23,restaurant,,10,4008952.7323172293,1171393.8876832393
5277,Trattoria Da Silvano,restaurant,,10,4009110.550840439,1171776.5438797744
5278,Vanilla Bakery,restaurant,,10,4008905.070780702,1172001.8219409438
5279,Fast_food,fast_food,,7,4005457.124767566,1163058.3503275593
5280,McDonald's,fast_food,,7,4005433.9785164366,1163074.965141217
5281,KFC,fast_food,,7,4005463.627673423,1163040.1490968298
5282,Al Basilico,restaurant,,10,4009093.5494855596,1179977.759524048
5283,Pizzeria Olona,restaurant,,10,4007573.887714158,1174090.9328408856
5284,Al bacio,restaurant,,10,4008425.3789864187,1174402.1592944595
5285,Mela Rossa,fast_food,,7,4013318.683347557,1174914.6736232725
5286,cafè Maria,bar,,3,4013324.2779440926,1174940.263398966
5287,bar sara,bar,,3,4013237.1954911095,1175094.9416282887
5288,ti amo pizza,restaurant,,10,4012135.5750957676,1175987.6383047102
5289,Istanbul Maciachini,fast_food,,7,4012137.5279039117,1175931.8174884624
5290,du Lab,restaurant,,10,4012139.18262605,1175876.8549138852
5291,on the road,bar,,3,4012141.347202918,1175853.3338617194
5292,al baretto,bar,,3,4012285.4987029787,1175810.1495188875
5293,rebelot,pub,,5,4012337.470524518,1175763.1628555066
5294,Dantò,restaurant,,10,4012778.298700946,1175640.378702497
5295,la grotta,restaurant,,10,4012859.472110632,1175593.9951543536
5296,Un’altra Pasta,restaurant,,10,4007480.1941833994,1176937.3234336847
5297,Yi Pin Ramen,restaurant,,10,4007487.0647446243,1176753.0048717994
5298,Sound of '70,bar,,3,4012793.9415725954,1175092.2977733081
5299,An dì,bar,,3,4012806.9835828524,1175032.1358719163
5300,Capriccio Pizza,fast_food,,7,4012812.543202034,1175074.2281120736
5301,Sun Garden Bar,bar,,3,4013022.408777857,1175174.4158067394
5302,Bar Felice,bar,,3,4013131.614637378,1175115.8310092425
5303,Miscusi,restaurant,,10,4009907.923313858,1178330.766269757
5304,El Porteño Prohibido,restaurant,,10,4007923.506478401,1178945.6953269842
5305,El Porteño Arena,restaurant,,10,4009656.7172026695,1175237.5228547833
5306,El Porteño Darsena,restaurant,,10,4006447.484679797,1175659.1234380035
5307,Bebel,restaurant,,10,4007833.287613755,1174227.5305322087
5308,KiKi,restaurant,,10,4010097.9975381508,1177689.2653196296
5309,Tre Fratelli,restaurant,,10,4010808.2974340077,1179657.005017274
5310,Peccati di gola,restaurant,,10,4010538.665185798,1180072.4999711728
5311,Bar,bar,,3,4009163.557934825,1178252.1959281776
5312,Bar,bar,,3,4005597.6180028007,1179890.6771313208
5313,Blue Angels,bar,,3,4005734.1649044333,1180137.3866739206
5314,New Coffée,bar,,3,4005956.0510485135,1180301.7863087517
5315,Sabor latino,restaurant,,10,4006168.432463235,1180155.4942369468
5316,San Mina,fast_food,,7,4005959.212191953,1180294.1116904088
